,Entity,Regional Indicator,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
779,Brazil,South America,2019,16.717069356276628
960,Canada,North America,1990,14.69139284910359
961,Canada,North America,1991,14.713732135949009
962,Canada,North America,1992,14.73287926582191
963,Canada,North America,1993,14.75136653448563
964,Canada,North America,1994,14.76456826039895
965,Canada,North America,1995,14.77395397881772
966,Canada,North America,1996,14.68373676155463
967,Canada,North America,1997,14.46184684645342
968,Canada,North America,1998,14.19367124363234
969,Canada,North America,1999,13.9675130033215
970,Canada,North America,2000,13.8663924990748
971,Canada,North America,2001,13.85323065080484
972,Canada,North America,2002,13.83437112519183
973,Canada,North America,2003,13.80795921946642
974,Canada,North America,2004,13.78329399805073
975,Canada,North America,2005,13.759704292869
976,Canada,North America,2006,13.84030747828609
977,Canada,North America,2007,14.07141734643598
978,Canada,North America,2008,14.35639863088112
979,Canada,North America,2009,14.60202366977772
980,Canada,North America,2010,14.71620589543865
981,Canada,North America,2011,14.75120910880486
982,Canada,North America,2012,14.80822609187653
983,Canada,North America,2013,14.87444703138044
984,Canada,North America,2014,14.93005541491442
985,Canada,North America,2015,14.95642437327214
986,Canada,North America,2016,14.95352105662239
987,Canada,North America,2017,14.95610293601228
988,Canada,North America,2018,14.95313317879026
989,Canada,North America,2019,14.95356296501985
1080,Chile,South America,1990,15.8341662484623
1081,Chile,South America,1991,15.83291745950682
1082,Chile,South America,1992,15.82505005508802
1083,Chile,South America,1993,15.81078459641618
1084,Chile,South America,1994,15.788487664956069
1085,Chile,South America,1995,15.762919263929431
1086,Chile,South America,1996,15.71572632196882
1087,Chile,South America,1997,15.64495148209985
1088,Chile,South America,1998,15.56189246348246
1089,Chile,South America,1999,15.494487120891808
1090,Chile,South America,2000,15.45745004414176
1091,Chile,South America,2001,15.471391681916218
1092,Chile,South America,2002,15.52896730406195
1093,Chile,South America,2003,15.60445117873458
1094,Chile,South America,2004,15.66081675089866
1095,Chile,South America,2005,15.68323071673591
1096,Chile,South America,2006,15.657199377176582
1097,Chile,South America,2007,15.59699996253184
1098,Chile,South America,2008,15.52694479163837
1099,Chile,South America,2009,15.46959078099284
1100,Chile,South America,2010,15.44653747338498
1101,Chile,South America,2011,15.4403957832664
1102,Chile,South America,2012,15.41840602204852
1103,Chile,South America,2013,15.393165395017942
1104,Chile,South America,2014,15.36739203731108
1105,Chile,South America,2015,15.355107027864127
1106,Chile,South America,2016,15.34714563671033
1107,Chile,South America,2017,15.3323504381229
1108,Chile,South America,2018,15.28861147629031
1109,Chile,South America,2019,15.202829708389787
1140,Colombia,South America,1990,11.98734355053784
1141,Colombia,South America,1991,11.98954551198498
1142,Colombia,South America,1992,11.99315597282566
1143,Colombia,South America,1993,12.0018288230879
1144,Colombia,South America,1994,12.02081862367372
1145,Colombia,South America,1995,12.03719577095931
1146,Colombia,South America,1996,12.11967550468539
1147,Colombia,South America,1997,12.291997264444673
1148,Colombia,South America,1998,12.49109817153823
1149,Colombia,South America,1999,12.66500403813285
1150,Colombia,South America,2000,12.74758639871017
1151,Colombia,South America,2001,12.77020207386174
1152,Colombia,South America,2002,12.79889601055669
1153,Colombia,South America,2003,12.822299381205127
1154,Colombia,South America,2004,12.83619796098198
1155,Colombia,South America,2005,12.83696061392115
1156,Colombia,South America,2006,12.68680494185931
1157,Colombia,South America,2007,12.33661884830723
1158,Colombia,South America,2008,11.91581425379128
1159,Colombia,South America,2009,11.55505602762652
1160,Colombia,South America,2010,11.392000082951249
1161,Colombia,South America,2011,11.37354418356638
1162,Colombia,South America,2012,11.35551547259131
1163,Colombia,South America,2013,11.33576063796836
1164,Colombia,South America,2014,11.332511107573
1165,Colombia,South America,2015,11.34494251597796
